Post_ID,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Engagement_Rate,Viral_Score,Viral_Level,Is_High_Viral
POST_04534,Twitter,Thread,Fashion,1514,247,1857,8160,388,0.99,76.37826961770622,High,True
POST_00721,YouTube,Community Post,Food,18498,249,727,249577,736,18.01,36.70146137787056,Low,False
POST_04741,LinkedIn,Article,Fashion,1717,38,286,23850,56,0.53,43.39641434262948,Low,False
POST_04866,Facebook,Live,Health,3543,309,784,78334,133,1.43,51.59552845528456,Moderate,False
POST_02421,Instagram,Story,Lifestyle,7934,405,227,46285,220,2.19,57.79618082618862,Moderate,False
POST_01980,TikTok,Stitch,Entertainment,6189,1352,4911,490357,778,3.14,53.63456464379948,Moderate,False
POST_04671,Twitter,Poll,Entertainment,3527,98,516,15744,440,1.49,55.92303822937625,Moderate,False
POST_04041,TikTok,Stitch,Entertainment,28510,352,4447,131407,1510,8.62,58.21240105540897,Moderate,False
POST_03635,Instagram,Carousel,Lifestyle,9563,337,250,12744,694,5.78,77.74746687451285,Very High,True
POST_02997,Instagram,Carousel,Sports,8018,425,180,44956,550,2.42,65.21044427123928,High,True
POST_04799,Instagram,Carousel,Technology,5961,375,93,4812,165,22.58,37.49025720966485,Low,False
POST_03255,Twitter,Thread,Sports,3929,201,1363,13268,97,1.22,52.86720321931588,Moderate,False
POST_01793,Facebook,Post,Technology,2702,65,376,70615,284,16.14,32.548272357723576,Low,False
POST_01876,Facebook,Live,Sports,783,237,692,50674,550,0.47,59.24034552845527,Moderate,False
POST_02955,YouTube,Community Post,Sports,16307,455,608,673153,1936,3.78,44.94780793319415,Low,False
POST_04566,TikTok,Duet,Education,12193,1470,320,492450,2751,4.34,48.23218997361477,Low,False
POST_01481,TikTok,Duet,Technology,3669,1252,4349,297229,2345,2.66,67.094327176781,High,True
POST_03508,Facebook,Live,Business,372,208,417,45496,191,0.26,31.239837398373982,Low,False
POST_00868,Instagram,Photo,Food,2119,291,106,37512,281,0.69,34.23031956352299,Low,False
POST_04292,Instagram,Carousel,Travel,6926,210,99,8782,485,7.33,45.358534684333584,Low,False
POST_04643,TikTok,Video,Food,48764,266,3826,149836,1497,265.19,60.14511873350923,Moderate,False
POST_00065,Twitter,Thread,Fashion,4540,294,1213,60945,435,4.51,79.6327967806841,Very High,True
POST_02418,Instagram,Carousel,Business,3067,323,133,40611,61,3.86,32.41231488698363,Low,False
POST_04708,Instagram,Reel,Travel,3504,120,150,37555,754,3.23,53.0962587685113,Moderate,False
POST_01916,LinkedIn,Post,Travel,1429,71,490,20827,93,0.43,63.09760956175299,Moderate,False
POST_01177,TikTok,Stitch,Lifestyle,32639,1752,4916,397070,180,17.73,58.22889182058047,Moderate,False
POST_02365,Facebook,Story,Lifestyle,2737,294,854,67245,449,2.09,65.4420731707317,High,True
POST_03237,Instagram,Reel,Entertainment,8882,338,293,21586,549,4.73,77.02065471551052,Very High,True
POST_00972,YouTube,Video,Fitness,3942,161,160,604832,3269,1.02,30.75678496868476,Low,False
POST_02751,Twitter,Poll,Technology,826,49,31,91638,267,0.21,23.717303822937623,Low,False
POST_04319,Twitter,Tweet,Fashion,4061,266,1410,12179,451,22.16,82.17806841046279,Very High,True
POST_00229,TikTok,Video,Gaming,49194,299,1311,441374,1792,11.97,46.20052770448548,Low,False
POST_00151,YouTube,Video,Fashion,14601,108,1760,485405,2397,13.4,61.02818371607515,Moderate,False
POST_04520,Instagram,Story,Travel,5154,301,158,16569,956,2.76,68.94972720187062,High,True
POST_02512,TikTok,Duet,Lifestyle,37945,1226,2317,112532,2664,8.78,66.82717678100263,High,True
POST_03902,Twitter,Tweet,Lifestyle,1856,274,1709,7476,397,0.82,76.76056338028168,Very High,True
POST_01710,LinkedIn,Document,Education,1013,17,423,19196,216,1.03,63.147410358565736,Moderate,False
POST_00560,Facebook,Story,Business,1515,58,234,40763,590,3.86,39.52489837398374,Low,False
POST_00285,Facebook,Video,Business,7986,16,989,29191,643,15.19,78.65853658536585,Very High,True
POST_04956,LinkedIn,Poll,Gaming,1515,89,466,9774,156,2.48,70.58266932270915,High,True
POST_01782,YouTube,Community Post,Travel,11733,428,496,529089,108,5.74,25.62630480167015,Low,False
POST_00512,Twitter,Thread,Travel,4150,163,1785,36797,291,5.86,72.170523138833,High,True
POST_02903,Instagram,Carousel,Lifestyle,8504,74,150,40649,881,2.11,63.509353078721745,Moderate,False
POST_02039,Instagram,Story,Lifestyle,7127,157,240,3761,672,1.84,66.81995323460639,High,True
POST_04038,TikTok,Stitch,Technology,9028,909,1948,348937,2220,5.28,47.40765171503957,Low,False
POST_02576,Facebook,Live,Fashion,1005,77,666,35651,249,5.99,39.12093495934959,Low,False
POST_00554,Facebook,Story,Travel,1158,165,583,49729,565,0.39,53.84146341463414,Moderate,False
POST_02769,Facebook,Video,Fitness,5155,32,451,43780,392,3.4,43.71951219512194,Low,False
POST_04638,LinkedIn,Article,Lifestyle,1466,115,427,18136,16,1.68,52.76394422310757,Moderate,False
POST_04698,Facebook,Video,Fitness,890,209,152,51975,556,0.61,39.36991869918699,Low,False
POST_04661,Facebook,Live,Travel,3733,14,126,64776,258,1.48,22.441565040650406,Low,False
POST_04548,Facebook,Live,Food,2117,155,110,73032,683,0.81,43.412093495934954,Low,False
POST_03005,Facebook,Live,Fashion,3331,25,992,40387,288,2.31,53.84400406504065,Moderate,False
POST_03242,Twitter,Retweet,Technology,3341,194,794,13170,242,29.37,50.43259557344064,Moderate,False
POST_04429,Instagram,Photo,Lifestyle,764,280,243,9731,418,0.44,52.00701480904131,Moderate,False
POST_03637,YouTube,Video,Entertainment,4041,459,1924,968713,3013,5.68,65.04697286012527,High,True
POST_00741,Facebook,Video,Sports,7832,218,294,58588,559,42.83,58.71697154471545,Moderate,False
POST_02496,Facebook,Video,Sports,7968,362,9,4637,371,6.59,45.11686991869919,Low,False
POST_03018,Twitter,Retweet,Business,737,83,1608,16014,408,1.09,63.37273641851107,Moderate,False
POST_00745,Instagram,Photo,Education,2110,194,265,36048,113,1.34,43.95752143413874,Low,False
POST_01554,TikTok,Stitch,Education,16624,1341,4559,462199,2523,10.47,75.4089709762533,High,True
POST_03213,Instagram,Reel,Education,6682,104,241,45940,721,3.65,66.36204208885424,High,True
POST_04308,Facebook,Live,Health,1374,284,142,54402,77,1.95,21.425304878048777,Low,False
POST_04558,LinkedIn,Post,Food,554,18,275,1433,293,0.23,59.47709163346613,Moderate,False
POST_02692,Facebook,Live,Entertainment,3035,342,865,33496,309,1.65,61.60823170731706,Moderate,False
POST_00071,TikTok,Duet,Business,10637,1013,3618,238705,2672,11.65,66.80738786279683,High,True
POST_02842,TikTok,Stitch,Lifestyle,42598,1920,4069,282091,2692,74.04,86.34564643799472,Very High,True
POST_01044,Facebook,Live,Health,7520,86,974,69587,793,2.06,86.43292682926828,Very High,True
POST_02990,TikTok,Video,Entertainment,22258,1277,3110,432047,1683,5.79,56.49076517150395,Moderate,False
POST_01392,Instagram,Photo,Fitness,3241,65,27,15462,484,1.03,26.471161340607953,Low,False
POST_02352,YouTube,Video,Health,16123,504,1895,973512,3686,10.79,79.07098121085593,Very High,True
POST_00977,Facebook,Video,Business,2803,34,190,28621,573,2.68,38.6280487804878,Low,False
POST_03390,LinkedIn,Document,Fashion,203,140,28,13857,139,0.1,34.42231075697211,Low,False
POST_04482,Facebook,Post,Fitness,6756,264,753,46674,470,3.49,69.92886178861788,High,True
POST_02746,TikTok,Duet,Entertainment,17038,1726,2454,325168,2873,6.77,68.49274406332452,High,True
POST_04660,LinkedIn,Post,Technology,236,123,445,15384,100,5.51,57.52490039840637,Moderate,False
POST_01303,Instagram,Reel,Food,2795,186,144,18329,727,0.7,52.28176149649259,Moderate,False
POST_02816,TikTok,Duet,Fitness,1097,829,2339,106511,648,2.62,28.759894459102895,Low,False
POST_03123,Instagram,Reel,Gaming,2309,207,215,29280,977,3.6,69.22837100545595,High,True
POST_03494,TikTok,Stitch,Technology,46732,212,3507,445959,191,28.91,41.34894459102902,Low,False
POST_01795,Instagram,Story,Food,5482,398,294,33955,897,2.99,85.77942322681216,Very High,True
POST_03361,TikTok,Duet,Health,20522,1060,4042,46104,2684,7.09,73.41688654353561,High,True
POST_01270,Twitter,Tweet,Lifestyle,1285,239,1159,10820,499,3.23,71.34557344064386,High,True
POST_01274,Instagram,Reel,Health,4810,354,188,14896,806,1.44,68.31254871395167,High,True
POST_01968,Twitter,Poll,Health,2588,186,811,46702,114,2.93,39.874245472837025,Low,False
POST_03200,Twitter,Retweet,Fitness,1040,78,1567,40767,159,1.33,45.41498993963782,Low,False
POST_02087,Instagram,Reel,Lifestyle,2579,193,240,46980,855,1.03,67.33826968043648,High,True
POST_03628,TikTok,Stitch,Travel,6477,1721,2545,491974,2080,3.42,56.32915567282322,Moderate,False
POST_03065,Facebook,Video,Food,1411,359,882,28363,436,7.58,66.3109756097561,High,True
POST_00284,Instagram,Story,Sports,208,448,126,38497,558,0.79,48.30865159781761,Low,False
POST_02016,Twitter,Tweet,Sports,1598,169,196,82583,421,1.49,46.45623742454728,Low,False
POST_00371,Instagram,Story,Business,4704,363,92,14825,62,1.9,31.525720966484798,Low,False
POST_00058,Instagram,Carousel,Fitness,612,182,140,3499,848,0.24,52.203819173811375,Moderate,False
POST_04090,Instagram,Photo,Sports,9534,348,41,41185,423,4.5,44.136788776305536,Low,False
POST_03000,TikTok,Duet,Travel,23926,96,173,449912,364,29.17,11.619393139841689,Low,False
POST_01814,Instagram,Reel,Education,8396,169,183,9954,658,4.35,62.06157443491816,Moderate,False
POST_01435,Instagram,Photo,Education,3237,408,203,5995,259,12.28,49.468043647700696,Low,False
POST_04307,Facebook,Post,Health,5547,197,855,10752,732,1.73,79.92123983739837,Very High,True
POST_01784,Facebook,Story,Business,4403,208,594,61104,335,3.01,51.186483739837385,Moderate,False
POST_04310,TikTok,Duet,Gaming,488,1886,3442,69333,2966,2.22,72.9353562005277,High,True
POST_04218,Facebook,Live,Entertainment,5846,82,17,20754,452,1.2,34.82469512195122,Low,False
POST_02193,LinkedIn,Document,Education,200,137,189,5739,246,0.12,55.951195219123505,Moderate,False
POST_02686,Instagram,Photo,Gaming,2320,496,12,16560,521,5.06,37.54676539360873,Low,False
POST_01426,YouTube,Video,Health,12839,581,1822,20192,3351,4.66,73.87265135699373,High,True
POST_03441,Twitter,Tweet,Technology,4739,52,998,65366,392,5.27,60.70925553319919,Moderate,False
POST_02116,Instagram,Photo,Lifestyle,5381,12,123,6685,342,1.21,34.115354637568196,Low,False
POST_04390,Instagram,Story,Technology,5875,196,68,44228,887,11.67,53.5833982852689,Moderate,False
POST_01312,TikTok,Stitch,Entertainment,6690,1699,1037,425945,1130,2.01,33.96108179419525,Low,False
POST_03730,Facebook,Story,Food,2918,14,485,33344,327,9.12,36.4964430894309,Low,False
POST_04579,YouTube,Video,Fitness,11107,342,796,345619,2059,5.82,42.74008350730689,Low,False
POST_01738,Instagram,Story,Education,774,308,201,40978,811,0.37,62.02065471551052,Moderate,False
POST_02132,Instagram,Photo,Technology,3228,431,290,33453,567,0.98,71.77513639906469,High,True
POST_04360,Instagram,Reel,Food,8685,424,206,30683,788,5.91,76.94855806703039,Very High,True
POST_00415,Facebook,Post,Fitness,1952,235,732,54544,213,0.65,47.29674796747967,Low,False
POST_00997,YouTube,Community Post,Gaming,9951,62,1000,181934,4324,5.13,56.06993736951982,Moderate,False
POST_02658,TikTok,Video,Business,31408,776,1313,57018,1724,11.82,42.70448548812665,Low,False
POST_04001,Facebook,Video,Fashion,6935,297,202,4974,685,2.05,61.646341463414636,Moderate,False
POST_00894,Twitter,Tweet,Health,770,268,218,2617,132,0.4,28.70221327967807,Low,False
POST_03957,YouTube,Short,Fitness,2987,603,1055,902841,4420,3.03,61.40396659707724,Moderate,False
POST_02545,Instagram,Story,Fitness,4468,336,244,49179,439,4.95,60.50272798129384,Moderate,False
POST_03208,LinkedIn,Post,Gaming,1547,76,481,21981,204,0.73,76.10557768924302,High,True
POST_04364,Facebook,Video,Lifestyle,5962,36,216,12166,725,3.06,52.1239837398374,Moderate,False
POST_03444,YouTube,Short,Technology,4786,566,349,529197,423,3.17,22.296450939457202,Low,False
POST_03286,Instagram,Photo,Fitness,5117,177,278,3288,415,1.18,59.26149649259548,Moderate,False
POST_03726,YouTube,Short,Education,11629,594,597,216611,1215,14.39,37.83924843423799,Low,False
POST_04897,Instagram,Photo,Business,5093,120,156,42824,838,15.06,58.70420888542478,Moderate,False
POST_02085,Facebook,Live,Entertainment,3856,108,587,59756,61,1.42,34.265752032520325,Low,False
POST_00623,Twitter,Thread,Food,4703,85,1371,81541,290,2.54,62.74396378269618,Moderate,False
POST_01419,Facebook,Story,Fitness,7427,23,112,7819,248,10.33,29.062499999999996,Low,False
POST_01486,Twitter,Tweet,Food,1056,147,482,61022,207,0.57,33.262072434607646,Low,False
POST_04372,Twitter,Retweet,Food,4140,35,1168,91386,374,1.48,60.442655935613686,Moderate,False
POST_04983,LinkedIn,Document,Fashion,1123,109,60,25554,110,0.28,36.92231075697211,Low,False
POST_03174,Instagram,Reel,Fitness,3334,325,20,38374,128,1.41,21.747856586126268,Low,False
POST_02355,LinkedIn,Document,Food,1606,105,338,28673,81,2.98,54.65637450199202,Moderate,False
POST_01445,TikTok,Duet,Health,20052,1170,2422,449015,2243,5.31,57.23614775725594,Moderate,False
POST_03783,Instagram,Reel,Fashion,2459,207,5,13940,35,1.54,11.913484021823848,Low,False
POST_04538,Facebook,Story,Sports,4819,342,495,5625,170,2.01,46.725101626016254,Low,False
POST_02456,Instagram,Story,Fashion,2076,325,208,35123,737,0.92,62.77474668745129,Moderate,False
POST_02964,YouTube,Live,Technology,9660,457,629,849928,1406,6.01,36.63883089770354,Low,False
POST_01880,Facebook,Video,Fitness,4043,34,181,11956,72,1.07,18.399390243902438,Low,False
POST_01365,LinkedIn,Poll,Fashion,282,3,286,21001,170,0.16,41.60856573705179,Low,False
POST_03378,Instagram,Reel,Sports,3185,265,240,1920,346,0.81,52.396726422447394,Moderate,False
POST_03629,TikTok,Video,Health,17540,222,2446,194441,958,10.3,34.815303430079155,Low,False
POST_01483,Facebook,Live,Business,5261,186,876,8998,570,1.91,73.10213414634146,High,True
POST_00292,Instagram,Story,Gaming,9771,18,51,30779,78,20.33,23.618472330475445,Low,False
POST_02224,Instagram,Story,Entertainment,7227,475,45,43246,395,47.01,43.66718628215121,Low,False
POST_00329,Twitter,Poll,Fashion,3053,72,1016,90606,204,0.99,44.225352112676056,Low,False
POST_03114,Instagram,Carousel,Food,4062,49,121,18559,574,7.05,42.160950896336715,Low,False
POST_04373,Instagram,Reel,Entertainment,2972,133,219,43330,951,2.51,67.20771628994544,High,True
POST_02886,YouTube,Community Post,Sports,141,810,1921,609544,1600,0.61,57.84968684759916,Moderate,False
POST_02640,LinkedIn,Document,Food,649,103,134,15998,250,1.04,53.102589641434264,Moderate,False
POST_03811,LinkedIn,Article,Lifestyle,1326,97,225,2526,16,1.34,35.50298804780876,Low,False
POST_00814,YouTube,Live,Education,8711,763,858,132605,4582,2.07,64.9634655532359,High,True
POST_00584,Twitter,Tweet,Food,2024,50,1450,88342,76,4.94,39.67052313883299,Low,False
POST_00535,TikTok,Stitch,Travel,35943,1666,2712,314046,1814,9.3,62.44722955145119,Moderate,False
POST_04267,Facebook,Video,Lifestyle,4130,359,347,1003,681,1.83,63.755081300812996,Moderate,False
POST_04651,Instagram,Reel,Travel,8352,491,90,22121,443,1.85,53.05923616523772,Moderate,False
POST_02008,TikTok,Duet,Fashion,16427,730,3373,269952,1613,13.5,51.2895778364116,Moderate,False
POST_03694,Instagram,Carousel,Food,401,417,152,11123,45,0.21,32.72992985190959,Low,False
POST_02597,Twitter,Retweet,Sports,1370,155,623,51321,256,1.4,40.666498993963785,Low,False
POST_04436,Twitter,Poll,Sports,4242,226,1045,42456,485,1.53,76.37072434607646,High,True
POST_01777,LinkedIn,Document,Travel,158,124,300,527,153,0.22,51.74800796812748,Moderate,False
POST_03830,Instagram,Reel,Fitness,9248,53,256,6673,94,2.95,48.24240062353858,Low,False
POST_01885,Instagram,Reel,Fashion,1942,367,23,1473,962,0.58,50.22213561964146,Moderate,False
POST_04500,Twitter,Thread,Fashion,1275,252,1113,7462,197,5.86,49.20020120724345,Low,False
POST_01380,Facebook,Video,Sports,2301,25,661,36339,560,0.7,53.27235772357724,Moderate,False
POST_04248,Instagram,Story,Sports,3675,173,250,1644,396,1.31,53.246297739672634,Moderate,False
POST_04148,Twitter,Tweet,Travel,427,38,472,91053,208,0.63,25.329476861167,Low,False
POST_00377,TikTok,Video,Fashion,31194,1253,3345,133721,237,13.0,43.53232189973614,Low,False
POST_04853,TikTok,Stitch,Lifestyle,14157,1519,4558,476963,2148,5.66,71.59300791556728,High,True
POST_04381,Instagram,Reel,Entertainment,500,267,206,35160,418,0.49,46.70693686671862,Low,False
POST_03574,YouTube,Video,Business,19344,83,1021,789449,4243,5.17,63.77348643006262,Moderate,False
POST_00076,LinkedIn,Post,Lifestyle,523,149,199,28446,249,0.55,61.18525896414343,Moderate,False
POST_03794,LinkedIn,Document,Travel,206,122,414,14267,268,0.19,73.32669322709164,High,True
POST_00832,Facebook,Post,Education,6226,132,840,5088,598,2.28,72.3805894308943,High,True
POST_00539,Facebook,Live,Fashion,3407,74,223,7662,180,0.87,24.977134146341463,Low,False
POST_00845,Instagram,Photo,Business,5322,57,150,41962,879,63.9,58.07677318784099,Moderate,False
POST_04731,Instagram,Carousel,Technology,6393,376,69,21724,707,1.87,54.00818394388153,Moderate,False
POST_04449,Twitter,Tweet,Fashion,942,89,402,12106,287,0.41,34.4592555331992,Low,False
POST_02288,Twitter,Poll,Fitness,4720,4,908,70050,6,3.88,29.851609657947687,Low,False
POST_02976,Instagram,Carousel,Health,7784,23,268,22145,325,1.87,54.045206547155104,Moderate,False
POST_00339,Facebook,Video,Sports,4895,18,610,26757,653,2.57,60.147357723577244,Moderate,False
POST_03683,TikTok,Stitch,Lifestyle,8170,810,1180,124837,2243,44.38,41.48416886543536,Low,False
POST_04317,LinkedIn,Article,Sports,18,141,83,7961,26,0.13,22.4203187250996,Low,False
POST_01424,Instagram,Story,Fitness,2274,261,23,23425,505,1.31,31.12236944660951,Low,False
POST_03887,YouTube,Video,Business,2778,468,654,812406,424,2.4,25.250521920668056,Low,False
POST_04311,Twitter,Poll,Gaming,4454,166,761,9627,454,1.59,66.75804828973844,High,True
POST_04517,Facebook,Live,Entertainment,1263,349,105,28893,790,0.4,53.36128048780488,Moderate,False
POST_03720,Twitter,Retweet,Education,721,294,1717,95147,165,0.88,58.11368209255533,Moderate,False
POST_02749,TikTok,Duet,Travel,7270,112,1577,255714,2561,3.31,42.61873350923483,Low,False
POST_01037,Twitter,Thread,Health,2558,284,866,84796,304,0.8,58.093561368209244,Moderate,False
POST_01506,Twitter,Poll,Fitness,4925,31,1037,4034,174,2.18,45.61368209255533,Low,False
POST_01893,TikTok,Duet,Sports,5480,994,4525,63770,1743,25.7,60.214379947229546,Moderate,False
POST_04024,TikTok,Duet,Education,24676,176,3274,485196,2995,25.66,66.33245382585751,High,True
POST_03303,Facebook,Story,Gaming,7272,216,370,20801,660,6.8,64.04217479674796,High,True
POST_00835,Facebook,Story,Sports,3895,174,16,21173,340,0.87,28.897357723577237,Low,False
POST_04394,Instagram,Carousel,Entertainment,4052,217,6,41578,865,2.38,43.65744349181605,Low,False
POST_03619,TikTok,Stitch,Lifestyle,10034,484,4036,81086,580,7.82,39.71306068601583,Low,False
POST_02394,Instagram,Story,Entertainment,3647,359,110,34197,410,0.84,43.528838659392044,Low,False
POST_04583,TikTok,Stitch,Sports,20836,209,4725,112623,1445,12.1,56.89973614775725,Moderate,False
POST_00837,YouTube,Community Post,Lifestyle,6705,835,1222,87120,2741,4.67,58.78392484342378,Moderate,False
POST_02651,Instagram,Photo,Fashion,6082,294,237,12054,48,1.51,47.56235385814497,Low,False
POST_00688,Twitter,Tweet,Food,1466,28,946,65289,293,2.56,42.56287726358149,Low,False
POST_04757,Instagram,Story,Fashion,238,340,190,21330,590,0.45,53.52494154325799,Moderate,False
POST_03958,Twitter,Poll,Sports,943,273,1518,1835,450,0.74,74.66297786720321,High,True
POST_04560,YouTube,Video,Lifestyle,7166,952,747,875819,2934,5.55,53.898747390396665,Moderate,False
POST_01550,Facebook,Video,Fashion,2351,179,268,58120,286,0.75,32.84806910569105,Low,False
POST_04907,YouTube,Live,Sports,8472,456,1375,254380,2324,2.27,54.45720250521921,Moderate,False
POST_03711,Instagram,Carousel,Lifestyle,1894,273,132,37612,457,0.52,42.4941543257989,Low,False
POST_01832,Facebook,Live,Fashion,5559,259,914,64274,72,1.66,55.170223577235774,Moderate,False
POST_00160,LinkedIn,Document,Fashion,1070,86,14,22186,149,0.31,35.26394422310757,Low,False
POST_03202,Facebook,Video,Fitness,5426,373,317,40682,102,2.21,40.34298780487805,Low,False
POST_00495,Facebook,Live,Fashion,7310,170,869,69660,448,2.44,70.29725609756098,High,True
POST_02551,Twitter,Retweet,Food,3695,151,1262,99200,341,1.3,65.2791750503018,High,True
POST_02611,TikTok,Video,Travel,45035,1438,2371,324367,2945,35.56,75.19788918205805,High,True
POST_04770,Twitter,Tweet,Sports,3058,195,847,27065,345,1.72,57.932595573440636,Moderate,False
POST_04346,Twitter,Thread,Sports,2758,51,1841,97342,37,3.82,45.510563380281695,Low,False
POST_03528,TikTok,Duet,Entertainment,14830,1070,3342,48654,2360,4.77,62.53957783641161,Moderate,False
POST_00136,Twitter,Thread,Sports,1304,74,690,70863,274,0.57,38.589034205231385,Low,False
POST_02701,Facebook,Post,Sports,1736,75,151,41075,324,1.83,25.091463414634145,Low,False
POST_01326,Twitter,Poll,Food,627,15,629,84220,412,0.46,42.064889336016094,Low,False
POST_02469,Facebook,Post,Gaming,7594,212,478,62904,691,2.44,69.77642276422765,High,True
POST_01366,Instagram,Story,Health,5479,367,247,30008,679,4.94,72.06936866718627,High,True
POST_03086,LinkedIn,Poll,Travel,1182,28,369,4611,180,0.35,58.25199203187251,Moderate,False
POST_00498,Instagram,Reel,Food,5330,165,129,38538,453,2.3,43.94777864380358,Low,False
POST_01697,Instagram,Reel,Health,7971,36,264,49350,80,2.68,46.40491036632891,Low,False
POST_03426,Facebook,Story,Business,1656,19,641,69667,362,1.1,41.61839430894309,Low,False
POST_04511,Instagram,Reel,Gaming,9513,170,146,38898,552,4.17,55.91971940763835,Moderate,False
POST_04609,YouTube,Community Post,Business,13129,146,1842,923793,4128,8.68,73.32463465553236,High,True
POST_00233,Facebook,Post,Business,473,354,759,28980,671,2.52,71.15599593495934,High,True
POST_04479,Facebook,Video,Lifestyle,4369,315,80,76837,238,3.64,32.261178861788615,Low,False
POST_02799,YouTube,Short,Fashion,10569,28,961,412344,2059,5.96,40.74634655532358,Low,False
POST_04238,TikTok,Video,Entertainment,46981,1648,1672,285395,2919,16.13,71.08509234828495,High,True
POST_00150,Twitter,Retweet,Entertainment,1466,25,1754,23597,372,1.59,61.96177062374245,Moderate,False
POST_00886,Instagram,Carousel,Health,3046,400,277,48040,713,0.93,73.50935307872174,High,True
POST_01887,Instagram,Carousel,Lifestyle,5739,263,163,6944,315,2.38,46.47895557287607,Low,False
POST_00975,Instagram,Reel,Entertainment,8519,324,22,23924,506,11.67,42.314886983632114,Low,False
POST_00767,TikTok,Duet,Education,18648,977,211,253595,2715,5.77,45.02968337730871,Low,False
POST_01200,Instagram,Carousel,Fashion,1409,285,5,32144,136,0.72,16.282151208106,Low,False
POST_02590,LinkedIn,Post,Sports,1266,111,417,23961,236,3.39,75.08964143426296,High,True
POST_02475,Facebook,Post,Fashion,3963,151,772,11651,574,4.18,66.07469512195121,High,True
POST_01675,TikTok,Video,Entertainment,6768,1018,23,480313,795,3.28,16.906332453825858,Low,False
POST_01029,Twitter,Thread,Fitness,4846,258,189,11384,182,1.25,42.907444668008054,Low,False
POST_02802,YouTube,Community Post,Technology,13333,923,1503,633230,3636,3.64,75.81419624217118,High,True
POST_00423,Instagram,Carousel,Sports,8788,18,196,36645,343,7.11,47.44738893219018,Low,False
POST_01292,Instagram,Story,Sports,6523,223,209,34961,854,81.85,70.74824629773966,High,True
POST_02321,YouTube,Live,Entertainment,6659,843,1610,8131,1332,2.61,55.39665970772442,Moderate,False
POST_01205,Facebook,Live,Gaming,1268,219,400,32752,508,1.47,46.89532520325203,Low,False
POST_04091,LinkedIn,Post,Education,1413,25,226,26253,284,0.49,61.185258964143415,Moderate,False
POST_02304,Twitter,Poll,Food,269,294,1229,9727,465,0.38,69.77867203219316,High,True
POST_02673,LinkedIn,Poll,Food,190,5,198,21026,44,2.54,20.144422310756973,Low,False
POST_04467,Instagram,Reel,Health,1067,410,182,10760,684,1.2,58.73343725643024,Moderate,False
POST_04298,Instagram,Carousel,Business,3976,413,273,33490,596,1.09,71.08924395946998,High,True
POST_02003,YouTube,Short,Education,611,473,50,428463,4486,0.24,39.72860125260959,Low,False
POST_00960,LinkedIn,Document,Travel,1510,29,331,10771,91,0.47,47.4003984063745,Low,False
POST_02530,YouTube,Community Post,Entertainment,6931,655,1655,81868,4412,2.48,74.75469728601252,High,True
POST_00953,Instagram,Reel,Education,8872,172,190,24503,260,2.6,49.432969602494154,Low,False
POST_02561,TikTok,Stitch,Travel,5236,603,1057,261080,253,1.63,14.419525065963057,Low,False
POST_02961,Instagram,Photo,Lifestyle,7193,54,281,22987,763,10.81,71.33671083398285,High,True
POST_01520,YouTube,Community Post,Fitness,7011,936,1669,848116,816,2.17,54.723382045929014,Moderate,False
POST_04350,Facebook,Post,Health,2570,238,499,57975,395,2.53,48.47306910569106,Low,False
POST_03192,YouTube,Community Post,Gaming,2550,750,207,785642,1732,0.9,29.759916492693105,Low,False
POST_00805,Twitter,Tweet,Travel,2433,10,1487,93758,374,1.69,60.153420523138834,Moderate,False
POST_00491,Facebook,Story,Sports,2016,252,573,79453,603,0.73,59.95172764227642,Moderate,False
POST_01420,YouTube,Community Post,Food,7657,693,1331,599422,3399,10.31,64.30062630480167,High,True
POST_00900,Instagram,Reel,Fashion,2857,299,159,8072,10,3.69,32.638347622759156,Low,False
POST_04704,Facebook,Story,Lifestyle,1452,7,986,29901,530,5.58,60.78760162601626,Moderate,False
POST_03647,Facebook,Video,Fashion,4590,24,506,76392,723,2.08,59.14888211382113,Moderate,False
POST_00246,YouTube,Live,Entertainment,11330,72,142,666275,2986,3.36,32.36951983298538,Low,False
POST_04941,Twitter,Thread,Sports,2061,116,1365,76283,182,2.83,48.64688128772635,Low,False
POST_03744,Instagram,Photo,Food,811,175,108,20610,529,0.23,37.38113795791115,Low,False
POST_02147,Facebook,Story,Business,7540,331,10,66529,749,4.48,59.92378048780487,Moderate,False
POST_01816,YouTube,Community Post,Business,18279,497,1712,247150,674,38.67,56.88413361169103,Moderate,False
POST_03046,LinkedIn,Article,Fitness,1486,90,200,26132,93,0.46,44.48705179282869,Low,False
POST_04266,Twitter,Poll,Sports,1736,134,932,73364,316,0.7,50.22887323943662,Moderate,False
POST_04032,Twitter,Poll,Health,2904,37,254,42620,444,0.76,46.08651911468812,Low,False
POST_01316,Facebook,Post,Health,3144,133,220,2429,527,7.53,42.05030487804878,Low,False
POST_00824,Twitter,Poll,Gaming,4605,128,195,48774,335,1.84,46.86368209255532,Low,False
POST_04700,YouTube,Live,Health,17690,638,1162,340765,1772,8.85,56.84237995824635,Moderate,False
POST_04023,LinkedIn,Post,Lifestyle,727,49,196,12736,86,1.05,33.42629482071713,Low,False
POST_02773,TikTok,Video,Education,26073,1784,4417,311534,2027,31.24,75.15501319261215,High,True
POST_01220,Twitter,Poll,Sports,211,42,1892,11051,265,1.24,53.64939637826961,Moderate,False
